File_Name,Mat,No.,ID,Qn,Q,SOH,Pt,SOC,SOCR,source_file,source_dir,label,sheet,pulse_width_ms,pulse_ms
NMC_C_15_B_46_SOC_5-70_Part_1-1_ID_PJP17601527002A006947.xlsx,NMC,46,PJP17601527002A006947,15,11.8259,0.7883933333333334,5,60,0.6001600000000001,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_47_SOC_5-70_Part_1-1_ID_PJP17601527003A009249.xlsx,NMC,47,PJP17601527003A009249,15,11.7493,0.7832866666666667,5,60,0.6002133333333334,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_48_SOC_5-65_Part_1-1_ID_PJP17601529001A003327.xlsx,NMC,48,PJP17601529001A003327,15,11.6184,0.7745599999999999,5,60,0.5996666666666666,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_49_SOC_5-70_Part_1-1_ID_PJP17601529001A001010.xlsx,NMC,49,PJP17601529001A001010,15,11.7611,0.7840733333333334,5,60,0.6003066666666665,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_4_SOC_5-70_Part_1-1_ID_PJP17601527003A007289.xlsx,NMC,4,PJP17601527003A007289,15,11.7662,0.7844133333333333,5,60,0.6,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_50_SOC_5-70_Part_1-1_ID_PJP17601527001A007638.xlsx,NMC,50,PJP17601527001A007638,15,11.8187,0.7879133333333334,5,60,0.6000933333333334,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_51_SOC_5-70_Part_1-1_ID_PJP17930O01001A006207.xlsx,NMC,51,PJP17930O01001A006207,15,11.6806,0.7787066666666667,5,60,0.6001,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_52_SOC_5-70_Part_1-1_ID_PJP17930O01003A016798.xlsx,NMC,52,PJP17930O01003A016798,15,11.7746,0.7849733333333333,5,60,0.5996799999999999,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_53_SOC_5-65_Part_1-1_ID_PJP17601527003A007003.xlsx,NMC,53,PJP17601527003A007003,15,11.417,0.7611333333333333,5,60,0.6003266666666666,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_54_SOC_5-65_Part_1-1_ID_PJP17601527001A008385.xlsx,NMC,54,PJP17601527001A008385,15,11.398,0.7598666666666667,5,60,0.6001066666666665,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_55_SOC_5-70_Part_1-1_ID_PJP17601529001A000537.xlsx,NMC,55,PJP17601529001A000537,15,11.6795,0.7786333333333334,5,60,0.5999000000000001,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_56_SOC_5-65_Part_1-1_ID_PJP17601527001A008438.xlsx,NMC,56,PJP17601527001A008438,15,11.5545,0.7703000000000001,5,60,0.5998733333333335,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_57_SOC_5-70_Part_1-1_ID_PJP17601527003A009662.xlsx,NMC,57,PJP17601527003A009662,15,11.8095,0.7873,5,60,0.5999800000000001,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_58_SOC_5-70_Part_1-1_ID_PJP17601529001A003545.xlsx,NMC,58,PJP17601529001A003545,15,11.692,0.7794666666666666,5,60,0.5999800000000001,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_59_SOC_5-70_Part_1-1_ID_PJP17530529002A009972.xlsx,NMC,59,PJP17530529002A009972,15,11.6316,0.77544,5,60,0.5999066666666667,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_5_SOC_5-70_Part_1-1_ID_PJP17601527001A012529.xlsx,NMC,5,PJP17601527001A012529,15,11.8416,0.78944,5,60,0.5999800000000001,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_60_SOC_5-70_Part_1-1_ID_PJP17930O01003A016647.xlsx,NMC,60,PJP17930O01003A016647,15,11.6637,0.77758,5,60,0.6001066666666669,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_61_SOC_5-65_Part_1-1_ID_PJP17601529003A000817.xlsx,NMC,61,PJP17601529003A000817,15,11.5675,0.7711666666666667,5,60,0.5999199999999999,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_62_SOC_5-65_Part_1-1_ID_PJP17530529002A000337.xlsx,NMC,62,PJP17530529002A000337,15,11.607,0.7737999999999999,5,60,0.5998666666666667,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_63_SOC_5-70_Part_1-1_ID_PJP17601527003A009747.xlsx,NMC,63,PJP17601527003A009747,15,11.7949,0.7863266666666667,5,60,0.5998666666666667,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_64_SOC_5-70_Part_1-1_ID_PJP17601529001A009096.xlsx,NMC,64,PJP17601529001A009096,15,11.8387,0.7892466666666667,5,60,0.6008200000000002,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_65_SOC_5-70_Part_1-1_ID_PJP17530529002A009949.xlsx,NMC,65,PJP17530529002A009949,15,11.7037,0.7802466666666666,5,60,0.5999266666666668,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_66_SOC_5-70_Part_1-1_ID_PJP17601527001A012169.xlsx,NMC,66,PJP17601527001A012169,15,11.6125,0.7741666666666667,5,60,0.5999066666666667,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_67_SOC_5-65_Part_1-1_ID_PJP17930O01002A008103.xlsx,NMC,67,PJP17930O01002A008103,15,11.5862,0.7724133333333333,5,60,0.5998866666666667,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_68_SOC_5-70_Part_1-1_ID_PJP17601529001A010435.xlsx,NMC,68,PJP17601529001A010435,15,11.7457,0.7830466666666667,5,60,0.5999666666666669,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_69_SOC_5-65_Part_1-1_ID_PJP17601527003A009499.xlsx,NMC,69,PJP17601527003A009499,15,11.4937,0.7662466666666667,5,60,0.6000133333333334,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_6_SOC_5-70_Part_1-1_ID_PJP17601527001A012082.xlsx,NMC,6,PJP17601527001A012082,15,11.7141,0.78094,5,60,0.5998866666666667,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_70_SOC_5-70_Part_1-1_ID_PJP17601527001A011602.xlsx,NMC,70,PJP17601527001A011602,15,11.6395,0.7759666666666667,5,60,0.5999266666666668,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_71_SOC_5-70_Part_1-1_ID_PJP17530529002A010125.xlsx,NMC,71,PJP17530529002A010125,15,11.7908,0.7860533333333334,5,60,0.5999466666666666,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_72_SOC_5-65_Part_1-1_ID_PJP17601527003A007040.xlsx,NMC,72,PJP17601527003A007040,15,11.632,0.7754666666666666,5,60,0.5998199999999999,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_73_SOC_5-70_Part_1-1_ID_PJP17930O01003A016813.xlsx,NMC,73,PJP17930O01003A016813,15,11.6758,0.7783866666666667,5,60,0.5998266666666666,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_74_SOC_5-70_Part_1-1_ID_PJP17930O01003A017179.xlsx,NMC,74,PJP17930O01003A017179,15,11.8112,0.7874133333333333,5,60,0.5999599999999999,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_75_SOC_5-75_Part_1-1_ID_PJP17930O01003A018269.xlsx,NMC,75,PJP17930O01003A018269,15,12.1449,0.8096599999999999,5,60,0.5998933333333334,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_76_SOC_5-75_Part_1-1_ID_PJP17930O01003A017730.xlsx,NMC,76,PJP17930O01003A017730,15,12.3454,0.8230266666666667,5,60,0.5998733333333334,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_77_SOC_5-75_Part_1-1_ID_PJP17930O01003A018005.xlsx,NMC,77,PJP17930O01003A018005,15,12.2941,0.8196066666666667,5,60,0.5999866666666667,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_78_SOC_5-65_Part_1-1_ID_PJP17601527001A006946.xlsx,NMC,78,PJP17601527001A006946,15,11.33,0.7553333333333333,5,60,0.5999066666666667,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_79_SOC_5-70_Part_1-1_ID_PJP17601527001A008631.xlsx,NMC,79,PJP17601527001A008631,15,11.5725,0.7715,5,60,0.5999066666666667,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_7_SOC_5-65_Part_1-1_ID_PJP17601529001A009649.xlsx,NMC,7,PJP17601529001A009649,15,11.5312,0.7687466666666667,5,60,0.5998399999999999,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_80_SOC_5-70_Part_1-1_ID_PJP17601529001A011011.xlsx,NMC,80,PJP17601529001A011011,15,11.6841,0.7789400000000001,5,60,0.6001066666666668,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_81_SOC_5-70_Part_1-1_ID_PJP17930O01003A016672.xlsx,NMC,81,PJP17930O01003A016672,15,11.7116,0.7807733333333334,5,60,0.5999,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_82_SOC_5-75_Part_1-1_ID_PJP17930O01003A016716.xlsx,NMC,82,PJP17930O01003A016716,15,12.3949,0.8263266666666667,5,60,0.5999466666666666,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_83_SOC_5-75_Part_1-1_ID_PJP17930O01003A017866.xlsx,NMC,83,PJP17930O01003A017866,15,12.3574,0.8238266666666667,5,60,0.5998933333333333,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_8_SOC_5-70_Part_1-1_ID_PJP17601529003A008762.xlsx,NMC,8,PJP17601529003A008762,15,11.6791,0.7786066666666667,5,60,0.5999999999999998,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_15_B_9_SOC_5-65_Part_1-1_ID_PJP17601529003A008717.xlsx,NMC,9,PJP17601529003A008717,15,11.5533,0.77022,5,60,0.5999599999999999,NMC_15Ah_W_5000.xlsx,15Ah NMC,NMC_15Ah,SOC60,5000,5000
NMC_C_21_B_10_SOC_5-90_Part_1-2_ID_02LCC02100101A8810119814.xlsx,NMC,10,02LCC02100101A8810119814,21,21.076,1.003619047619048,5,60,0.5999476190476193,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_11_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0175573.xlsx,NMC,11,02LCC02100101A87Y0175573,21,21.1888,1.008990476190476,5,60,0.5998761904761906,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_12_SOC_5-90_Part_1-2_ID_02LCC02100101A8810124384.xlsx,NMC,12,02LCC02100101A8810124384,21,21.108,1.005142857142857,5,60,0.6001333333333333,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_13_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0187911.xlsx,NMC,13,02LCC02100101A87Y0187911,21,20.8469,0.9927095238095239,5,60,0.6001238095238093,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_14_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0026421.xlsx,NMC,14,02LCC02100101A87Y0026421,21,21.0197,1.000938095238095,5,60,0.5998809523809524,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_15_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0161743.xlsx,NMC,15,02LCC02100101A87Y0161743,21,21.1431,1.006814285714286,5,60,0.5997619047619047,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_16_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0184358.xlsx,NMC,16,02LCC02100101A87Y0184358,21,20.9442,0.9973428571428571,5,60,0.5997761904761906,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_17_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0185122.xlsx,NMC,17,02LCC02100101A87Y0185122,21,21.0422,1.002009523809524,5,60,0.6001190476190477,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_18_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0010168.xlsx,NMC,18,02LCC02100101A87Y0010168,21,21.0691,1.003290476190476,5,60,0.5999190476190477,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_19_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0027576.xlsx,NMC,19,02LCC02100101A87Y0027576,21,20.8486,0.9927904761904762,5,60,0.600090476190476,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_1_SOC_5-75_Part_1-1_ID_02LCC02100101A8BC0103482.xlsx,NMC,1,02LCC02100101A8BC0103482,21,17.119,0.8151904761904761,5,60,0.599933333333333,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_20_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0086451.xlsx,NMC,20,02LCC02100101A87Y0086451,21,20.8929,0.9949,5,60,0.5998238095238092,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_21_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0178524.xlsx,NMC,21,02LCC02100101A87Y0178524,21,20.5309,0.9776619047619047,5,60,0.6002047619047621,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_22_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0163103.xlsx,NMC,22,02LCC02100101A87Y0163103,21,20.9104,0.9957333333333332,5,60,0.6000952380952379,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_23_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0073559.xlsx,NMC,23,02LCC02100101A87Y0073559,21,20.9203,0.9962047619047619,5,60,0.6000619047619049,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_24_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0017692.xlsx,NMC,24,02LCC02100101A87Y0017692,21,20.9719,0.9986619047619049,5,60,0.5998761904761905,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_25_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0151531.xlsx,NMC,25,02LCC02100101A87Y0151531,21,20.9582,0.9980095238095239,5,60,0.6000809523809524,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_26_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0164869.xlsx,NMC,26,02LCC02100101A87Y0164869,21,21.0051,1.000242857142857,5,60,0.5998666666666669,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_27_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0015732.xlsx,NMC,27,02LCC02100101A87Y0015732,21,20.7741,0.9892428571428572,5,60,0.599866666666667,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_28_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0004534.xlsx,NMC,28,02LCC02100101A87Y0004534,21,21.0377,1.001795238095238,5,60,0.5998809523809525,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_29_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0074479.xlsx,NMC,29,02LCC02100101A87Y0074479,21,20.7032,0.9858666666666667,5,60,0.5998428571428572,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_2_SOC_5-75_Part_1-1_ID_02LCC02100101A8BC0104122.xlsx,NMC,2,02LCC02100101A8BC0104122,21,15.6764,0.7464952380952381,5,60,0.5999619047619049,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_30_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0165035.xlsx,NMC,30,02LCC02100101A87Y0165035,21,20.9132,0.9958666666666667,5,60,0.6000714285714286,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_31_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0151614.xlsx,NMC,31,02LCC02100101A87Y0151614,21,21.1338,1.006371428571429,5,60,0.600038095238095,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_32_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0020833.xlsx,NMC,32,02LCC02100101A87Y0020833,21,20.9703,0.9985857142857144,5,60,0.5998714285714286,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_33_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0163477.xlsx,NMC,33,02LCC02100101A87Y0163477,21,20.9355,0.9969285714285715,5,60,0.6000571428571428,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_34_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0013547.xlsx,NMC,34,02LCC02100101A87Y0013547,21,20.9776,0.9989333333333332,5,60,0.5998142857142859,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_35_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0004465.xlsx,NMC,35,02LCC02100101A87Y0004465,21,20.7989,0.9904238095238095,5,60,0.599952380952381,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_36_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0057127.xlsx,NMC,36,02LCC02100101A87Y0057127,21,20.8253,0.9916809523809523,5,60,0.599895238095238,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_37_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0161151.xlsx,NMC,37,02LCC02100101A87Y0161151,21,20.8473,0.9927285714285714,5,60,0.6001142857142857,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_38_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0027455.xlsx,NMC,38,02LCC02100101A87Y0027455,21,21.1225,1.005833333333333,5,60,0.5999571428571431,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_39_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0010456.xlsx,NMC,39,02LCC02100101A87Y0010456,21,21.057,1.002714285714286,5,60,0.5999238095238095,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_3_SOC_5-75_Part_1-1_ID_02LCC02100101A8BC0103791.xlsx,NMC,3,02LCC02100101A8BC0103791,21,18.5558,0.8836095238095238,5,60,0.5999999999999999,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_40_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0184257.xlsx,NMC,40,02LCC02100101A87Y0184257,21,20.6423,0.9829666666666667,5,60,0.5999714285714285,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_41_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0011479.xlsx,NMC,41,02LCC02100101A87Y0011479,21,21.1125,1.005357142857143,5,60,0.5999904761904764,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_42_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0007152.xlsx,NMC,42,02LCC02100101A87Y0007152,21,21.0087,1.000414285714286,5,60,0.5999666666666665,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_43_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0083146.xlsx,NMC,43,02LCC02100101A87Y0083146,21,20.7701,0.9890523809523809,5,60,0.5999619047619049,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_44_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0173907.xlsx,NMC,44,02LCC02100101A87Y0173907,21,21.1621,1.007719047619048,5,60,0.599952380952381,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_45_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0015122.xlsx,NMC,45,02LCC02100101A87Y0015122,21,20.8489,0.992804761904762,5,60,0.5999809523809526,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_46_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0186122.xlsx,NMC,46,02LCC02100101A87Y0186122,21,20.731,0.9871904761904763,5,60,0.5999714285714285,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_47_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0085499.xlsx,NMC,47,02LCC02100101A87Y0085499,21,20.7509,0.9881380952380953,5,60,0.5999666666666668,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_48_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0177229.xlsx,NMC,48,02LCC02100101A87Y0177229,21,20.8104,0.9909714285714286,5,60,0.5999761904761906,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_49_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0055909.xlsx,NMC,49,02LCC02100101A87Y0055909,21,20.7999,0.9904714285714287,5,60,0.5999619047619047,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_4_SOC_5-80_Part_1-1_ID_02LCC02100101A87B0101984.xlsx,NMC,4,02LCC02100101A87B0101984,21,17.581,0.8371904761904762,5,60,0.5999714285714283,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_50_SOC_5-90_Part_1-2_ID_02LCC02100101A8810050555.xlsx,NMC,50,02LCC02100101A8810050555,21,20.6902,0.985247619047619,5,60,0.5999619047619047,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_51_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0059325.xlsx,NMC,51,02LCC02100101A87Y0059325,21,20.7345,0.9873571428571429,5,60,0.5999714285714285,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_52_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0063458.xlsx,NMC,52,02LCC02100101A87Y0063458,21,20.8547,0.9930809523809524,5,60,0.5999571428571429,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_5_SOC_5-80_Part_1-1_ID_02LCC02100101A87B0008516.xlsx,NMC,5,02LCC02100101A87B0008516,21,17.8838,0.8516095238095238,5,60,0.5999714285714285,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_6_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0052124.xlsx,NMC,6,02LCC02100101A87Y0052124,21,21.0443,1.002109523809524,5,60,0.5998047619047616,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_7_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0175162.xlsx,NMC,7,02LCC02100101A87Y0175162,21,21.0331,1.001576190476191,5,60,0.5999190476190479,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_8_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0172641.xlsx,NMC,8,02LCC02100101A87Y0172641,21,21.1716,1.008171428571429,5,60,0.5999857142857147,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
NMC_C_21_B_9_SOC_5-90_Part_1-2_ID_02LCC02100101A87Y0081320.xlsx,NMC,9,02LCC02100101A87Y0081320,21,20.6606,0.9838380952380952,5,60,0.6000190476190475,NMC_21Ah_W_5000.xlsx,21Ah NMC,NMC_21Ah,SOC60,5000,5000
LMO_C_24_B_10_SOC_5-70_Part_1-1_ID_A170528511010802328.xlsx,LMO,10,A170528511010802328,24,18.7733,0.7822208333333333,5,60,0.6000374999999998,LMO_24Ah_W_5000.xlsx,24Ah LMO,LMO_24Ah,SOC60,5000,5000
